microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
wtpC	K15497	3.6.3.-;3.6.3.55	3.A.1.6.5	molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.- 3.6.3.55]	NA
wza	K01991	NA	1.B.18.2.2_Q27SU9;1.B.18.3.2_Q45407;1.B.18.3.4_F8KVN6;1.B.18.3.5_K9TEU5;1.B.18.3.7_B0RRH7	polysaccharide export outer membrane protein	NA
xanP	K16345	NA	2.A.40.4.2	xanthine permease XanP	NA
xanQ	K16346	NA	2.A.40.4.3	xanthine permease XanQ	NA
xapB	K11537	NA	2.A.1.10.1_P0AFF4;2.A.1.10.2_P45562	MFS transporter, NHS family, xanthosine permease	NA
xltA	K17207	NA	3.A.1.2.15_A8H4W7	putative xylitol transport system ATP-binding protein	NA
xltB	K17206	NA	3.A.1.2.15_A8H4W6	putative xylitol transport system permease protein	NA
xltC	K17205	NA	3.A.1.2.15_A8H4W5	putative xylitol transport system substrate-binding protein	NA
xylF	K10543	NA	3.A.1.2.24_O50503;3.A.1.2.26_A6LW10;3.A.1.2.4_P37387	D-xylose transport system substrate-binding protein	NA
xylG	K10545	3.6.3.17	3.A.1.2.24_O50504;3.A.1.2.26_A6LW11;3.A.1.2.4_P37388	D-xylose transport system ATP-binding protein [EC:3.6.3.17]	NA
xylH	K10544	NA	3.A.1.2.24_O50505;3.A.1.2.26_A6LW12;3.A.1.2.4_P0AGI4	D-xylose transport system permease protein	NA
xylE	K08138	NA	2.A.1.1.3_P0AGF4	MFS transporter, SP family, xylose:H+ symportor	NA
yadH	K01992	NA	3.A.1.105.17_P0AFN6;3.A.1.132.1_Q93LN1;3.A.1.142.1_Q8DNC0;3.A.1.143.1_P55340	ABC-2 type transport system permease protein	NA
yadG	K01990	NA	3.A.1.105.17_P36879;3.A.1.132.1_O30489;3.A.1.142.1_Q8DNB9;3.A.1.143.1_P55339	ABC-2 type transport system ATP-binding protein	NA
yahN	K03329	NA	2.A.76.1.3_P75693	amino acid exporter	NA
ydjE	K08369	NA	2.A.1.82.4_O34691	MFS transporter, putative metabolite:H+ symporter	NA
yiaN	K21393	NA	2.A.56.1	TRAP-type transport system large permease protein	NA
yiaM	K21394	NA	2.A.56.1	TRAP-type transport system small permease protein	NA
yiaO	K21395	NA	2.A.56.1	TRAP-type transport system periplasmic protein	NA
yjbB	K03324	NA	2.A.58.2	phosphate:Na+ symporter	NA
yjeH	K16263	NA	2.A.3.13.1_P39277	amino acid efflux transporter	NA
ykkC	K18924	NA	2.A.7.1.5	paired small multidrug resistance pump	NA
ykkD	K18925	NA	2.A.7.1.5	paired small multidrug resistance pump	NA
ylnA	K16331	NA	2.A.20.4	sulfate permease	NA
ynfM	K08224	NA	2.A.1.36.1_P43531	MFS transporter, YNFM family, putative membrane transport protein	NA
yojI	K06159	NA	3.A.1.113.3	putative ATP-binding cassette transporter	NA
yqgE	K08222	NA	2.A.1.33.1_P54487	MFS transporter, YQGE family, putative transporter	NA
yrbG	K07301	NA	2.A.19.5	cation:H+ antiporter	NA
ytrB	K16921	NA	3.A.1	acetoin utilization transport system ATP-binding protein	NA
ytrE	K16920	NA	3.A.1	acetoin utilization transport system ATP-binding protein	NA
ytrF	K16918	NA	3.A.1	acetoin utilization transport system permease protein	NA
ytrC_D	K16919	NA	3.A.1	acetoin utilization transport system permease protein	NA
yuiF	K07084	NA	2.A.8.1.12_O32105	putative amino acid transporter	NA
yxjA	K16323	NA	2.A.41.1.3_P42312	purine nucleoside transport protein	NA
yydI	K16917	NA	3.A.1.133.1	putative peptide transport system ATP-binding protein	NA
yydJ	K16916	NA	3.A.1.133.1	putative peptide transport system permease protein	NA
zipB	K16267	NA	2.A.5.4.11	zinc and cadmium transporter	NA
zmA	K02074	NA	3.A.1.15	zinc/manganese transport system ATP-binding protein	NA
zmP	K02075	NA	3.A.1.15	zinc/manganese transport system permease protein	NA
zmS	K02077	NA	3.A.1.15	zinc/manganese transport system substrate-binding protein	NA
zntB	K16074	NA	1.A.35.4	zinc transporter	NA
znuA	K09815	NA	3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system substrate-binding protein	NA
znuB	K09816	NA	3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system permease protein	NA
znuC	K09817	3.6.3.-	3.A.1.15.3;3.A.1.15.5;3.A.1.15.11;3.A.1.15.13;3.A.1.15.18	zinc transport system ATP-binding protein [EC:3.6.3.-]	NA
nuoA	K00330	7.1.1.2	NA	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	NA
nuoB	K00331	7.1.1.2	NA	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	NA
nuoC	K00332	7.1.1.2	NA	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	NA
nuoD	K00333	7.1.1.2	NA	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	NA
nuoE	K00334	7.1.1.2	NA	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	NA
nuoF	K00335	7.1.1.2	NA	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	NA
nuoG	K00336	7.1.1.2	NA	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	NA
nuoH	K00337	7.1.1.2	NA	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	NA
nuoI	K00338	7.1.1.2	NA	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	NA
nuoJ	K00339	7.1.1.2	NA	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	NA
nuoK	K00340	7.1.1.2	NA	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	NA
nuoL	K00341	7.1.1.2	NA	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	NA
nuoM	K00342	7.1.1.2	NA	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	NA
nuoN	K00343	7.1.1.2	NA	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	NA
nuoBCD	K13380	7.1.1.2	NA	NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]	NA
nuoCD	K13378	7.1.1.2	NA	NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	NA
nuoLM	K15863	7.1.1.2	NA	NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2]	NA
qcrA	K03890	NA	NA	ubiquinol-cytochrome c reductase iron-sulfur subunit	NA
fbcH	K00410	NA	NA	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	NA
petB_2	K00412	NA	NA	ubiquinol-cytochrome c reductase cytochrome b subunit	NA
petB_1	K03887	NA	NA	menaquinol-cytochrome c reductase cytochrome b subunit	NA
qcrB	K03891	NA	NA	ubiquinol-cytochrome c reductase cytochrome b subunit	NA
cyoA	K02297	7.1.1.3	NA	cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]	NA
cyoB	K02298	7.1.1.3	NA	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	NA
cyoC	K02299	NA	NA	cytochrome o ubiquinol oxidase subunit III	NA
coxA	K02274	1.9.3.1	NA	cytochrome c oxidase subunit I [EC:1.9.3.1]	NA
coxB	K02275	1.9.3.1	NA	cytochrome c oxidase subunit II [EC:1.9.3.1]	NA
coxC	K02276	1.9.3.1	NA	cytochrome c oxidase subunit III [EC:1.9.3.1]	NA
qoxA	K02826	7.1.1.5	NA	cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5]	NA
qoxB	K02827	7.1.1.5	NA	cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5]	NA
qoxC	K02828	7.1.1.5	NA	cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5]	NA
ccoN	K00404	1.9.3.1	NA	cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	NA
ccoO	K00405	NA	NA	cytochrome c oxidase cbb3-type subunit II	NA
ccoP	K00406	NA	NA	cytochrome c oxidase cbb3-type subunit III	NA
cydA	K00425	7.1.1.7	NA	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	NA
cydB	K00426	7.1.1.7	NA	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	NA
atpA	K02111	7.2.2.1;7.1.2.2	NA	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.2.2.1 7.1.2.2]	NA
atpB	K02108	NA	NA	F-type H+-transporting ATPase subunit a	NA
atpC	K02114	NA	NA	F-type H+-transporting ATPase subunit epsilon	NA
atpD	K02112	7.2.2.1;7.1.2.2	NA	F-type H+/Na+-transporting ATPase subunit beta [EC:7.2.2.1 7.1.2.2]	NA
atpE	K02110	NA	NA	F-type H+-transporting ATPase subunit c	NA
atpF	K02109	NA	NA	F-type H+-transporting ATPase subunit b	NA
atpG	K02115	NA	NA	F-type H+-transporting ATPase subunit gamma	NA
atpH	K02113	NA	NA	F-type H+-transporting ATPase subunit delta	NA
atpvaA	K02117	7.2.2.1;7.1.2.2	NA	V/A-type H+/Na+-transporting ATPase subunit A [EC:7.2.2.1 7.1.2.2]	NA
atpvaB	K02118	NA	NA	V/A-type H+/Na+-transporting ATPase subunit B	NA
atpvaC	K02119	NA	NA	V/A-type H+/Na+-transporting ATPase subunit C	NA
atpvaD	K02120	NA	NA	V/A-type H+/Na+-transporting ATPase subunit D	NA
atpvaE	K02121	NA	NA	V/A-type H+/Na+-transporting ATPase subunit E	NA
atpvaF	K02122	NA	NA	V/A-type H+/Na+-transporting ATPase subunit F	NA
atpvaGH	K02107	NA	NA	V/A-type H+/Na+-transporting ATPase subunit G/H	NA
ndhA	K05572	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]	NA
ndhB	K05573	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]	NA
ndhC	K05574	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2]	NA
ndhD	K05575	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]	NA
ndhE	K05576	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]	NA
ndhF	K05577	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]	NA
ndhG	K05578	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2]	NA
ndhH	K05579	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]	NA
ndhI	K05580	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]	NA
ndhJ	K05581	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]	NA
ndhK	K05582	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2]	NA
ndhL	K05583	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	NA
ndhM	K05584	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	NA
ndhN	K05585	7.1.1.2	NA	NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	NA
hoxE	K05586	7.1.1.2	NA	hoxE; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	NA
hoxF_1	K05587	7.1.1.2	NA	hoxF; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	NA
hoxU_1	K05588	7.1.1.2	NA	hoxU; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	NA
qmoA	K16885	NA	NA	quinone-modifying oxidoreductase, subunit QmoA	NA
qmoB	K16886	NA	NA	quinone-modifying oxidoreductase, subunit QmoB	NA
qmoC	K16887	NA	NA	quinone-modifying oxidoreductase, subunit QmoC	NA
fpoA	K22158	1.5.98.3	NA	F420H2 dehydrogenase subunit A [EC:1.5.98.3]	NA
fpoB	K22159	1.5.98.3	NA	F420H2 dehydrogenase subunit B [EC:1.5.98.3]	NA
fpoC	K22160	1.5.98.3	NA	F420H2 dehydrogenase subunit C [EC:1.5.98.3]	NA
fpoD	K22161	1.5.98.3	NA	F420H2 dehydrogenase subunit D [EC:1.5.98.3]	NA
fpoF	K22162	1.5.7.2;1.5.98.3	NA	F420H2 dehydrogenase subunit F [EC:1.5.7.2 1.5.98.3]	NA
fpoH	K22163	1.5.98.3	NA	F420H2 dehydrogenase subunit H [EC:1.5.98.3]	NA
fpoI	K22164	1.5.98.3	NA	F420H2 dehydrogenase subunit I [EC:1.5.98.3]	NA
fpoJ	K22165	1.5.98.3	NA	F420H2 dehydrogenase subunit J [EC:1.5.98.3]	NA
fpoK	K22166	1.5.98.3	NA	F420H2 dehydrogenase subunit K [EC:1.5.98.3]	NA
fpoL	K22167	1.5.98.3	NA	F420H2 dehydrogenase subunit L [EC:1.5.98.3]	NA
fpoM	K22168	1.5.98.3	NA	F420H2 dehydrogenase subunit M [EC:1.5.98.3]	NA
fpoN	K22169	1.5.98.3	NA	F420H2 dehydrogenase subunit N [EC:1.5.98.3]	NA
fpoO	K22170	1.5.98.3	NA	F420H2 dehydrogenase subunit O [EC:1.5.98.3]	NA
echB	K14087	NA	NA	ech hydrogenase subunit B	NA
echC	K14088	NA	NA	ech hydrogenase subunit C	NA
echD	K14089	NA	NA	ech hydrogenase subunit D	NA
echE	K14090	NA	NA	ech hydrogenase subunit E	NA
echF	K14091	NA	NA	ech hydrogenase subunit F	NA
vhtA	K14068	1.12.98.3	NA	methanophenazine hydrogenase, large subunit [EC:1.12.98.3]	NA
vhtC	K14069	1.12.98.3	NA	methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]	NA
vhtG	K14070	1.12.98.3	NA	methanophenazine hydrogenase [EC:1.12.98.3]	NA
nqrA	K00346	7.2.1.1	NA	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]	NA
nqrB	K00347	7.2.1.1	NA	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]	NA
nqrC	K00348	7.2.1.1	NA	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]	NA
nqrD	K00349	7.2.1.1	NA	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]	NA
nqrE	K00350	7.2.1.1	NA	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]	NA
nqrF	K00351	7.2.1.1	NA	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	NA
hydA_1	K17993	1.12.1.3;1.12.1.5	NA	sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5] 	NA
hydD	K17994	1.12.1.3;1.12.1.5	NA	sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5] 	NA
hydB_1	K17996	1.12.98.4	NA	sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]	NA
rnfA	K03617	NA	NA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A	NA
rnfB	K03616	7.2.1.2	NA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]	NA
rnfC	K03615	7.2.1.2	NA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.2.1.2]	NA
rnfD	K03614	7.2.1.2	NA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	NA
rnfE	K03613	NA	NA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	NA
rnfG	K03612	NA	NA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	NA
bchY	K11334	1.3.7.14;1.3.7.15	NA	3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Y [EC:1.3.7.14 1.3.7.15] 	NA
bchZ	K11335	1.3.7.14;1.3.7.15	NA	3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Z [EC:1.3.7.14 1.3.7.15] 	NA
